276.96, 1614, 1832
271.18, 1565, 1829
265.85, 2139, 2404
260.52, 2614, 2622
255.18, 2715, 2717
249.85, 2708, 2723
244.73, 2712, 2730
239.40, 2716, 2742
233.84, 2710, 2729
228.73, 2716, 2738
223.17, 2709, 2733
218.06, 2612, 2690
212.72, 2215, 2481
207.17, 1559, 1978
202.05, 1495, 1729
196.50, 1508, 1770
191.16, 1526, 1729
186.05, 1556, 1786
180.94, 1547, 1836
175.83, 1583, 1934
170.49, 2288, 2454
164.93, 2608, 2631
159.60, 2702, 2711
154.04, 2677, 2714
148.71, 2682, 2711
143.37, 2697, 2722
137.82, 2711, 2721
132.48, 2721, 2728
127.15, 2708, 2730
121.81, 2597, 2681
116.48, 2033, 2478
111.14, 1535, 2005
105.81, 1548, 1966
100.69, 1529, 1995
95.36, 1502, 1937
90.02, 1497, 1896
84.47, 1521, 1859
79.13, 1567, 1924
73.80, 1536, 2013
68.69, 1565, 2072
63.13, 1622, 2028
57.79, 1586, 2002
52.68, 1570, 1954
47.12, 1513, 1929
41.79, 1556, 1896
36.45, 1613, 1857
31.12, 1626, 1841
25.78, 1642, 1798
20.45, 1671, 1864
15.12, 1665, 1828
9.78, 1638, 1881
4.45, 1647, 1863
-0.89, 1707, 1915
-6.22, 1686, 1922
-8.89, 1605, 1838
-7.78, 1406, 1531
-3.78, 1716, 1974
2.00, 1654, 1856
7.78, 1616, 1861
13.34, 1681, 1867
18.23, 1659, 1865
23.78, 1697, 1836
28.90, 1594, 1844
34.45, 1614, 1830
39.57, 1586, 1863
45.12, 1521, 1903
50.46, 1526, 1951
56.02, 1581, 1968
61.13, 1587, 2008
66.46, 1630, 2079
71.80, 1563, 2065
77.35, 1516, 1997
82.69, 1559, 1901
87.80, 1523, 1849
93.36, 1492, 1909
98.69, 1498, 1946
103.81, 1543, 2006
109.36, 1541, 1941
114.70, 1626, 2135
119.59, 2400, 2523
125.15, 2657, 2709
130.70, 2721, 2731
135.81, 2717, 2731
141.15, 2706, 2727
146.71, 2698, 2718
151.82, 2682, 2715
157.38, 2697, 2710
162.49, 2690, 2707
167.82, 2558, 2585
173.16, 2076, 2323
178.27, 1537, 1878
184.05, 1581, 1821
188.94, 1537, 1788
194.27, 1541, 1763
199.83, 1518, 1799
205.39, 1560, 1861
210.50, 1745, 2298
216.06, 2488, 2587
221.17, 2682, 2719
226.51, 2708, 2726
231.84, 2700, 2727
237.18, 2701, 2721
242.29, 2718, 2724
247.84, 2713, 2725
253.18, 2686, 2712
258.51, 2713, 2703
263.85, 2539, 2537
269.18, 1909, 2047
274.07, 1590, 1881
279.63, 1665, 1858
285.19, 1682, 1810
290.30, 1649, 1802
295.41, 1620, 1784
300.75, 1641, 1790
306.31, 1582, 1760
311.64, 1631, 1772
317.20, 1581, 1722
322.53, 1547, 1737
327.87, 1512, 1739
333.42, 1540, 1754
338.54, 1520, 1720
343.87, 1492, 1782
349.43, 1509, 1822
354.76, 1457, 1860
360.10, 1411, 1854
365.21, 1466, 1923
370.54, 1520, 1918
375.88, 1552, 1947
381.21, 1519, 1944
386.55, 1506, 1854
391.88, 1506, 1903
397.22, 1540, 1919
402.33, 1575, 2032
407.89, 1606, 2009
413.45, 1589, 1929
419.00, 1586, 1855
424.34, 1589, 1854
429.45, 1592, 1798
434.78, 1588, 1784
440.12, 1620, 1766
445.45, 1685, 1831
450.79, 1655, 1896
456.12, 1620, 1918
461.46, 1652, 1880
466.57, 1648, 1946
472.13, 1691, 1908
477.46, 1702, 1899
482.58, 1717, 1828
488.13, 1679, 1858
493.24, 1596, 1805
498.58, 1589, 1826
504.14, 1604, 1765
509.47, 1639, 1823
511.69, 1699, 1931
511.03, 1679, 1897
507.03, 1645, 1852
501.47, 1599, 1768
495.69, 1569, 1837
489.91, 1590, 1802
484.58, 1706, 1873
479.24, 1707, 1815
474.35, 1693, 1909
469.02, 1676, 1919
463.46, 1644, 1936
457.90, 1646, 1884
452.57, 1630, 1919
447.68, 1665, 1894
442.34, 1676, 1828
436.79, 1598, 1741
